#t,fmu0_p.e,fmu0_zChassis,fmu1_p.e,fmu1_p1.f,fmu1_zWheel,fmu2_p.f,fmu2_zGround
+7.4800000000000004e+00,+3.9246640056177207e+03,+1.1330489686227192e+00,+4.3169650026815261e+03,+2.2585559111576832e-05,+6.3326035822864046e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.4900000000000002e+00,+3.9246236098413897e+03,+1.1330488533177112e+00,+4.3169270440714636e+03,+2.6577174687515460e-05,+6.3326061128604094e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.5000000000000000e+00,+3.9245773656085285e+03,+1.1330492292884031e+00,+4.3168830583021609e+03,+3.0394531763465026e-05,+6.3326090452450301e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.5099999999999998e+00,+3.9245255531427056e+03,+1.1330500849583234e+00,+4.3168333216412448e+03,+3.4028266549006439e-05,+6.3326123610224239e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.5199999999999996e+00,+3.9244684657802704e+03,+1.1330514073580433e+00,+4.3167781241750308e+03,+3.7469837449906462e-05,+6.3326160408535048e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.5300000000000002e+00,+3.9244064086954613e+03,+1.1330531821985892e+00,+4.3167177685299839e+03,+4.0711537032721397e-05,+6.3326200645631736e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.5400000000000000e+00,+3.9243396976119234e+03,+1.1330553939478090e+00,+4.3166525685780889e+03,+4.3746500894873001e-05,+6.3326244112266339e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.5499999999999998e+00,+3.9242686575052653e+03,+1.1330580259093805e+00,+4.3165828481309391e+03,+4.6568713435996429e-05,+6.3326290592564449e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.5599999999999996e+00,+3.9241936213012223e+03,+1.1330610603041333e+00,+4.3165089396272879e+03,+4.9173010561843024e-05,+6.3326339864900227e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.5700000000000003e+00,+3.9241149285739380e+03,+1.1330644783533566e+00,+4.3164311828187429e+03,+5.1555079391416906e-05,+6.3326391702772589e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.5800000000000001e+00,+3.9240329242488142e+03,+1.1330682603637723e+00,+4.3163499234581632e+03,+5.3711455064825735e-05,+6.3326445875679638e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.5899999999999999e+00,+3.9239479573142848e+03,+1.1330723858138414e+00,+4.3162655119951514e+03,+5.5639514754362792e-05,+6.3326502149988317e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.5999999999999996e+00,+3.9238603795467520e+03,+1.1330768334410921e+00,+4.3161783022828804e+03,+5.7337468974006754e-05,+6.3326560289796507e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.6100000000000003e+00,+3.9237705442527863e+03,+1.1330815813301371e+00,+4.3160886503003740e+03,+5.8804350262905554e-05,+6.3326620057784855e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.6200000000000001e+00,+3.9236788050325040e+03,+1.1330866070010774e+00,+4.3159969128942330e+03,+6.0039999310163616e-05,+6.3326681216055603e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.6299999999999999e+00,+3.9235855145678656e+03,+1.1330918874979765e+00,+4.3159034465437180e+03,+6.1045048592319061e-05,+6.3326743526955953e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.6399999999999997e+00,+3.9234910234394879e+03,+1.1330973994771059e+00,+4.3158086061529330e+03,+6.1820903620414701e-05,+6.3326806753883125e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.6500000000000004e+00,+3.9233956789753620e+03,+1.1331031192946588e+00,+4.3157127438737261e+03,+6.2369721913487891e-05,+6.3326870662069279e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.6600000000000001e+00,+3.9232998241347732e+03,+1.1331090230936545e+00,+4.3156162079626956e+03,+6.2694389842293775e-05,+6.3326935019343311e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.6699999999999999e+00,+3.9232037964304664e+03,+1.1331150868897448e+00,+4.3155193416754937e+03,+6.2798497486375152e-05,+6.3326999596868117e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.6799999999999997e+00,+3.9231079268919984e+03,+1.1331212866556577e+00,+4.3154224822013548e+03,+6.2686311650491901e-05,+6.3327064169850888e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.6900000000000004e+00,+3.9230125390729368e+03,+1.1331275984040186e+00,+4.3153259596406242e+03,+6.2362747162074476e-05,+6.3327128518224718e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.7000000000000002e+00,+3.9229179481043852e+03,+1.1331339982682993e+00,+4.3152300960278308e+03,+6.1833336570974110e-05,+6.3327192427299928e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.7100000000000000e+00,+3.9228244597970706e+03,+1.1331404625816590e+00,+4.3151352044026826e+03,+6.1104198366655136e-05,+6.3327255688383344e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.7199999999999998e+00,+3.9227323697940133e+03,+1.1331469679534507e+00,+4.3150415879311795e+03,+6.0182003840130099e-05,+6.3327318099364349e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.7300000000000004e+00,+3.9226419627756045e+03,+1.1331534913431860e+00,+4.3149495390788170e+03,+5.9073942734707791e-05,+6.3327379465265921e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.7400000000000002e+00,+3.9225535117186823e+03,+1.1331600101317543e+00,+4.3148593388376448e+03,+5.7787687837962282e-05,+6.3327439598760038e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.7500000000000000e+00,+3.9224672772110325e+03,+1.1331665021897106e+00,+4.3147712560086784e+03,+5.6331358678308476e-05,+6.3327498320646025e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.7599999999999998e+00,+3.9223835068224994e+03,+1.1331729459424686e+00,+4.3146855465409271e+03,+5.4713484476073913e-05,+6.3327555460291207e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.7699999999999996e+00,+3.9223024345336694e+03,+1.1331793204322291e+00,+4.3146024529280867e+03,+5.2942966492506289e-05,+6.3327610856033090e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.7800000000000002e+00,+3.9222242802228930e+03,+1.1331856053765137e+00,+4.3145222036637260e+03,+5.1029039909412474e-05,+6.3327664355542668e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.7900000000000000e+00,+3.9221492492121392e+03,+1.1331917812231660e+00,+4.3144450127555792e+03,+4.8981235363392124e-05,+6.3327715816148111e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.7999999999999998e+00,+3.9220775318719943e+03,+1.1331978292017097e+00,+4.3143710792993979e+03,+4.6809340264573332e-05,+6.3327765105118905e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.8099999999999996e+00,+3.9220093032859068e+03,+1.1332037313709700e+00,+4.3143005871125679e+03,+4.4523360035701082e-05,+6.3327812099910130e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.8200000000000003e+00,+3.9219447229735738e+03,+1.1332094706628615e+00,+4.3142337044275309e+03,+4.2133479411250544e-05,+6.3327856688366824e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.8300000000000001e+00,+3.9218839346731652e+03,+1.1332150309222915e+00,+4.3141705836447836e+03,+3.9650023936494688e-05,+6.3327898768888657e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.8399999999999999e+00,+3.9218270661819342e+03,+1.1332203969431052e+00,+4.3141113611450573e+03,+3.7083421807317316e-05,+6.3327938250555149e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.8499999999999996e+00,+3.9217742292545167e+03,+1.1332255545000496e+00,+4.3140561571600538e+03,+3.4444166170557550e-05,+6.3327975053211827e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.8600000000000003e+00,+3.9217255195580801e+03,+1.1332304903767185e+00,+4.3140050757009230e+03,+3.1742778003587541e-05,+6.3328009107517924e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.8700000000000001e+00,+3.9216810166832793e+03,+1.1332351923894735e+00,+4.3139582045435245e+03,+2.8989769673563984e-05,+6.3328040354956205e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.8799999999999999e+00,+3.9216407842097738e+03,+1.1332396494073433e+00,+4.3139156152693458e+03,+2.6195609280982894e-05,+6.3328068747805655e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.8899999999999997e+00,+3.9216048698249806e+03,+1.1332438513679153e+00,+4.3138773633607552e+03,+2.3370685893114981e-05,+6.3328094249078060e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.9000000000000004e+00,+3.9215733054944953e+03,+1.1332477892892538e+00,+4.3138434883491836e+03,+2.0525275764708260e-05,+6.3328116832419112e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.9100000000000001e+00,+3.9215461076825386e+03,+1.1332514552778818e+00,+4.3138140140145952e+03,+1.7669509652740491e-05,+6.3328136481975494e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.9199999999999999e+00,+3.9215232776206403e+03,+1.1332548425328850e+00,+4.3137889486344984e+03,+1.4813341318757292e-05,+6.3328153192228898e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.9299999999999997e+00,+3.9215048016226274e+03,+1.1332579453462064e+00,+4.3137682852805983e+03,+1.1966517303371882e-05,+6.3328166967798161e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.9400000000000004e+00,+3.9214906514438871e+03,+1.1332607590992054e+00,+4.3137520021610680e+03,+9.1385480474211263e-06,+6.3328177823211196e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.9500000000000002e+00,+3.9214807846827530e+03,+1.1332632802555782e+00,+4.3137400630063012e+03,+6.3386804249916046e-06,+6.3328185782647695e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.9600000000000000e+00,+3.9214751452217338e+03,+1.1332655063507344e+00,+4.3137324174959449e+03,+3.5758717426652310e-06,+6.3328190879654600e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.9699999999999998e+00,+3.9214736637062738e+03,+1.1332674359777413e+00,+4.3137290017248715e+03,+8.5876526673893581e-07,+6.3328193156835333e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.9800000000000004e+00,+3.9214762580585880e+03,+1.1332690687699598e+00,+4.3137297387057279e+03,-1.8043326734924985e-06,+6.3328192665514771e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.9900000000000002e+00,+3.9214828340241293e+03,+1.1332704053804934e+00,+4.3137345389055545e+03,-4.4054739526600106e-06,+6.3328189465381568e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.0000000000000000e+00,+3.9214932857480862e+03,+1.1332714474585941e+00,+4.3137433008139524e+03,-6.9370882504158749e-06,+6.3328183624109291e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.0099999999999998e+00,+3.9215074963793795e+03,+1.1332721976231646e+00,+4.3137559115401900e+03,-9.3920009429395445e-06,+6.3328175216958449e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.0199999999999996e+00,+3.9215253386994900e+03,+1.1332726594335103e+00,+4.3137722474365801e+03,-1.1763449268035281e-05,+6.3328164326360858e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.0299999999999994e+00,+3.9215466757734621e+03,+1.1332728373574983e+00,+4.3137921747454757e+03,-1.4045096745132391e-05,+6.3328151041488279e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.0399999999999991e+00,+3.9215713616204016e+03,+1.1332727367372846e+00,+4.3138155502671543e+03,-1.6231045841723847e-05,+6.3328135457807155e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.0500000000000007e+00,+3.9215992419007575e+03,+1.1332723637527806e+00,+4.3138422220459070e+03,-1.8315848883700739e-05,+6.3328117676621309e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.0600000000000005e+00,+3.9216301546177037e+03,+1.1332717253830265e+00,+4.3138720300716041e+03,-2.0294517206130608e-05,+6.3328097804604189e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.0700000000000003e+00,+3.9216639308299145e+03,+1.1332708293656504e+00,+4.3139048069940272e+03,-2.2162528550245362e-05,+6.3328075953322582e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.0800000000000001e+00,+3.9217003953730923e+03,+1.1332696841545922e+00,+4.3139403788472673e+03,-2.3915832712095062e-05,+6.3328052238753774e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.0899999999999999e+00,+3.9217393675875833e+03,+1.1332682988762683e+00,+4.3139785657815019e+03,-2.5550855461444318e-05,+6.3328026780797630e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.0999999999999996e+00,+3.9217806620494971e+03,+1.1332666832843645e+00,+4.3140191827995050e+03,-2.7064500750248721e-05,+6.3327999702785642e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.1099999999999994e+00,+3.9218240893027391e+03,+1.1332648477134348e+00,+4.3140620404952570e+03,-2.8454151244851338e-05,+6.3327971130988481e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.1199999999999992e+00,+3.9218694565894671e+03,+1.1332628030314955e+00,+4.3141069457921094e+03,-2.9717667213128775e-05,+6.3327941194123916e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.1300000000000008e+00,+3.9219165685764901e+03,+1.1332605605917909e+00,+4.3141537026779870e+03,-3.0853383811049766e-05,+6.3327910022866674e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.1400000000000006e+00,+3.9219652280752321e+03,+1.1332581321839159e+00,+4.3142021129351997e+03,-3.1860106810336180e-05,+6.3327877749361872e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.1500000000000004e+00,+3.9220152367529136e+03,+1.1332555299844773e+00,+4.3142519768624816e+03,-3.2737106813498484e-05,+6.3327844506743680e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.1600000000000001e+00,+3.9220663958327559e+03,+1.1332527665074668e+00,+4.3143030939869641e+03,-3.3484112001915832e-05,+6.3327810428660691e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.1699999999999999e+00,+3.9221185067809997e+03,+1.1332498545545240e+00,+4.3143552637638713e+03,-3.4101299477059624e-05,+6.3327775648809426e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.1799999999999997e+00,+3.9221713719787194e+03,+1.1332468071652633e+00,+4.3144082862617806e+03,-3.4589285246649032e-05,+6.3327740300477475e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.1899999999999995e+00,+3.9222247953764349e+03,+1.1332436375678268e+00,+4.3144619628314558e+03,-3.4949112924440768e-05,+6.3327704516097705e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.1999999999999993e+00,+3.9222785831296633e+03,+1.1332403591298328e+00,+4.3145160967562570e+03,-3.5182241208158288e-05,+6.3327668426814510e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.2100000000000009e+00,+3.9223325442136279e+03,+1.1332369853098760e+00,+4.3145704938823574e+03,-3.5290530207450138e-05,+6.3327632162063785e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.2200000000000006e+00,+3.9223864910154780e+03,+1.1332335296097351e+00,+4.3146249632269955e+03,-3.5276226691350403e-05,+6.3327595849167362e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.2300000000000004e+00,+3.9224402399024507e+03,+1.1332300055274318e+00,+4.3146793175631865e+03,-3.5141948328839604e-05,+6.3327559612943229e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.2400000000000002e+00,+3.9224936117645725e+03,+1.1332264265112886e+00,+4.3147333739793730e+03,-3.4890666992284686e-05,+6.3327523575332445e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.2500000000000000e+00,+3.9225464325305538e+03,+1.1332228059151184e+00,+4.3147869544126306e+03,-3.4525691205266525e-05,+6.3327487855043607e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.2599999999999998e+00,+3.9225985336557060e+03,+1.1332191569546743e+00,+4.3148398861541891e+03,-3.4050647806032444e-05,+6.3327452567215881e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.2699999999999996e+00,+3.9226497525807781e+03,+1.1332154926654838e+00,+4.3148920023260825e+03,-3.3469462911000982e-05,+6.3327417823101284e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.2799999999999994e+00,+3.9226999331607899e+03,+1.1332118258621813e+00,+4.3149431423279420e+03,-3.2786342253371735e-05,+6.3327383729766706e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.2899999999999991e+00,+3.9227489260629995e+03,+1.1332081690994438e+00,+4.3149931522530114e+03,-3.2005750984079809e-05,+6.3327350389816672e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.3000000000000007e+00,+3.9227965891333070e+03,+1.1332045346346340e+00,+4.3150418852726261e+03,-3.1132393012659688e-05,+6.3327317901136937e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.3100000000000005e+00,+3.9228427877304985e+03,+1.1332009343922400e+00,+4.3150892019885077e+03,-3.0171189967389644e-05,+6.3327286356659696e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.3200000000000003e+00,+3.9228873950278767e+03,+1.1331973799301909e+00,+4.3151349707523405e+03,-2.9127259853544729e-05,+6.3327255844150498e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.3300000000000001e+00,+3.9229302922819306e+03,+1.1331938824081333e+00,+4.3151790679522246e+03,-2.8005895489738345e-05,+6.3327226446017248e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.3399999999999999e+00,+3.9229713690677991e+03,+1.1331904525577288e+00,+4.3152213782657418e+03,-2.6812542800168013e-05,+6.3327198239141580e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.3499999999999996e+00,+3.9230105234814528e+03,+1.1331871006550316e+00,+4.3152617948794386e+03,-2.5552779036253911e-05,+6.3327171294732443e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.3599999999999994e+00,+3.9230476623085838e+03,+1.1331838364949993e+00,+4.3153002196747138e+03,-2.4232291007257887e-05,+6.3327145678202279e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.3699999999999992e+00,+3.9230827011603346e+03,+1.1331806693681790e+00,+4.3153365633801386e+03,-2.2856853393467559e-05,+6.3327121449065338e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.3800000000000008e+00,+3.9231155645760873e+03,+1.1331776080395997e+00,+4.3153707456904476e+03,-2.1432307217448710e-05,+6.3327098660858483e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.3900000000000006e+00,+3.9231461860936515e+03,+1.1331746607299016e+00,+4.3154026953524462e+03,-1.9964538539746747e-05,+6.3327077361083817e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.4000000000000004e+00,+3.9231745082873190e+03,+1.1331718350987141e+00,+4.3154323502182688e+03,-1.8459457446948076e-05,+6.3327057591173264e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.4100000000000001e+00,+3.9232004827742830e+03,+1.1331691382302977e+00,+4.3154596572664686e+03,-1.6922977400649831e-05,+6.3327039386474471e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.4199999999999999e+00,+3.9232240701901155e+03,+1.1331665766214440e+00,+4.3154845725915611e+03,-1.5360995002731875e-05,+6.3327022776257746e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.4299999999999997e+00,+3.9232452401339983e+03,+1.1331641561716377e+00,+4.3155070613626931e+03,-1.3779370243974945e-05,+6.3327007783743661e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.4399999999999995e+00,+3.9232639710845447e+03,+1.1331618821754581e+00,+4.3155270977522459e+03,-1.2183907290138144e-05,+6.3326994426150629e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.4499999999999993e+00,+3.9232802502871159e+03,+1.1331597593172025e+00,+4.3155446648352263e+03,-1.0580335861061041e-05,+6.3326982714761992e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.4600000000000009e+00,+3.9232940736135956e+03,+1.1331577916677038e+00,+4.3155597544604225e+03,-8.9742932569470505e-06,+6.3326972655011871e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.4700000000000006e+00,+3.9233054453957061e+03,+1.1331559826833058e+00,+4.3155723670943371e+03,-7.3713070736472507e-06,+6.3326964246589257e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.4800000000000004e+00,+3.9233143782329548e+03,+1.1331543352069551e+00,+4.3155825116390206e+03,-5.7767786575802153e-06,+6.3326957483559487e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.4900000000000002e+00,+3.9233208927764331e+03,+1.1331528514713622e+00,+4.3155902052249467e+03,-4.1959673343402815e-06,+6.3326952354502208e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.5000000000000000e+00,+3.9233250174896839e+03,+1.1331515331041757e+00,+4.3155954729801870e+03,-2.6339754543179421e-06,+6.3326948842665398e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.5099999999999998e+00,+3.9233267883879398e+03,+1.1331503811351129e+00,+4.3155983477771524e+03,-1.0957342849149661e-06,+6.3326946926134087e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.5199999999999996e+00,+3.9233262487570951e+03,+1.1331493960049770e+00,+4.3155988699582285e+03,+4.1400922004555927e-07,+6.3326946578013388e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.5299999999999994e+00,+3.9233234488537614e+03,+1.1331485775764965e+00,+4.3155970870416959e+03,+1.8907047417460701e-06,+6.3326947766624431e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.5399999999999991e+00,+3.9233184455878500e+03,+1.1331479251469048e+00,+4.3155930534093459e+03,+3.3300099909940562e-06,+6.3326950455712683e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.5500000000000007e+00,+3.9233113021891195e+03,+1.1331474374621884e+00,+4.3155868299772410e+03,+4.7278011532495403e-06,+6.3326954604667440e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.5600000000000005e+00,+3.9233020878591560e+03,+1.1331471127329111e+00,+4.3155784838510954e+03,+6.0801823693570580e-06,+6.3326960168751556e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.5700000000000003e+00,+3.9232908774102966e+03,+1.1331469486515371e+00,+4.3155680879677766e+03,+7.3834942429797408e-06,+6.3326967099340425e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.5800000000000001e+00,+3.9232777508929821e+03,+1.1331469424111544e+00,+4.3155557207244337e+03,+8.6343213611449997e-06,+6.3326975344169345e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.5899999999999999e+00,+3.9232627932130586e+03,+1.1331470907255090e+00,+4.3155414655967888e+03,+9.8294988265497924e-06,+6.3326984847587786e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.5999999999999996e+00,+3.9232460937405458e+03,+1.1331473898502538e+00,+4.3155254107481023e+03,+1.0966117800478027e-05,+6.3326995550820264e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.6099999999999994e+00,+3.9232277459113880e+03,+1.1331478356053148e+00,+4.3155076486303515e+03,+1.2041530055020511e-05,+6.3327007392232115e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.6199999999999992e+00,+3.9232078468236814e+03,+1.1331484233982747e+00,+4.3154882755791423e+03,+1.3053351540351903e-05,+6.3327020307599580e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.6300000000000008e+00,+3.9231864968298760e+03,+1.1331491482486686e+00,+4.3154673914038785e+03,+1.3999464977415894e-05,+6.3327034230383106e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.6400000000000006e+00,+3.9231637991264315e+03,+1.1331500048130982e+00,+4.3154450989746629e+03,+1.4878021486551342e-05,+6.3327049092002585e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.6500000000000004e+00,+3.9231398593423669e+03,+1.1331509874110561e+00,+4.3154215038074226e+03,+1.5687441265948251e-05,+6.3327064822114076e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.6600000000000001e+00,+3.9231147851281494e+03,+1.1331520900513559e+00,+4.3153967136487136e+03,+1.6426413340488791e-05,+6.3327081348886560e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.6699999999999999e+00,+3.9230886857462942e+03,+1.1331533064590700e+00,+4.3153708380616172e+03,+1.7093894397762169e-05,+6.3327098599277964e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.6799999999999997e+00,+3.9230616716650593e+03,+1.1331546301028712e+00,+4.3153439880141132e+03,+1.7689106737617944e-05,+6.3327116499309644e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.6899999999999995e+00,+3.9230338541565325e+03,+1.1331560542226711e+00,+4.3153162754713012e+03,+1.8211535357256368e-05,+6.3327134974338206e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.6999999999999993e+00,+3.9230053449004104e+03,+1.1331575718574654e+00,+4.3152878129927522e+03,+1.8660924203088931e-05,+6.3327153949323911e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.7100000000000009e+00,+3.9229762555946741e+03,+1.1331591758732753e+00,+4.3152587133362840e+03,+1.9037271615647804e-05,+6.3327173349094890e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.7200000000000006e+00,+3.9229466975743780e+03,+1.1331608589910978e+00,+4.3152290890693566e+03,+1.9340825006280608e-05,+6.3327193098606172e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.7300000000000004e+00,+3.9229167814396574e+03,+1.1331626138147595e+00,+4.3151990521892621e+03,+1.9572074793979727e-05,+6.3327213123192916e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.7400000000000002e+00,+3.9228866166940338e+03,+1.1331644328585928e+00,+4.3151687137532163e+03,+1.9731747640570538e-05,+6.3327233348816947e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.7500000000000000e+00,+3.9228563113940427e+03,+1.1331663085748307e+00,+4.3151381835194043e+03,+1.9820799022690473e-05,+6.3327253702306163e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.7599999999999998e+00,+3.9228259718111321e+03,+1.1331682333806434e+00,+4.3151075695999871e+03,+1.9840405179165928e-05,+6.3327274111585763e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.7699999999999996e+00,+3.9227957021067450e+03,+1.1331701996847270e+00,+4.3150769781269819e+03,+1.9791954475737156e-05,+6.3327294505901099e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.7799999999999994e+00,+3.9227656040213815e+03,+1.1331721999133630e+00,+4.3150465129318918e+03,+1.9677038224177240e-05,+6.3327314816031166e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.7899999999999991e+00,+3.9227357765784500e+03,+1.1331742265358735e+00,+4.3150162752399083e+03,+1.9497441005768700e-05,+6.3327334974492500e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.8000000000000007e+00,+3.9227063158035862e+03,+1.1331762720893941e+00,+4.3149863633793921e+03,+1.9255130537491835e-05,+6.3327354915732859e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
